ID,100000000,2.5,RED,38.744115,-25.097455,56.219167
ID,100010000,2.5,RED,-20.168352,-26.001809,14.243788
ID,100020000,2.5,RED,-30.180528,47.360704,33.669945
ID,100030000,2.5,RED,19.290795,-6.598342,17.319769
ID,100040000,2.5,RED,37.161632,11.639527,2.92556
ID,100050000,2.5,RED,-21.988105,33.074716,14.55929
ID,100060000,2.5,RED,-46.970657,-21.20719,43.380165
ID,100070000,2.5,RED,11.79929,24.587013,14.566379
ID,100080000,2.5,RED,-42.434472,4.763339,24.972658
ID,100090000,2.5,RED,6.021313,-17.03684,55.959577
ID,100100000,2.5,RED,-34.131804,22.616161,76.401332
ID,100110000,2.5,RED,-1.789924,-6.887234,70.697662
ID,100120000,2.5,RED,37.53336,-47.241423,3.589147
ID,100130000,2.5,RED,-18.366343,35.623607,56.628543
ID,100140000,2.5,RED,31.496064,-14.47096,32.509135
ID,100150000,2.5,RED,3.773723,-36.822645,25.76296
ID,100160000,2.5,RED,8.901944,32.747322,45.069409
ID,100170000,2.5,RED,-12.675294,33.845304,53.660826
ID,100180000,2.5,RED,-27.752537,-16.044501,74.582311
ID,100190000,2.5,RED,20.81103,39.845539,7.239394
ID,100200000,2.5,RED,42.54541,28.579229,33.935027
ID,100210000,2.5,RED,-15.102687,19.903606,17.539495
ID,100220000,2.5,RED,-23.544122,-17.21114,76.407427
ID,100230000,2.5,RED,-15.337011,-34.540274,83.511275
ID,100240000,2.5,RED,3.98416,-27.507026,16.461588
ID,100250000,2.5,RED,-13.830731,26.180497,89.363368
ID,100260000,2.5,RED,43.575061,4.416768,55.39383
ID,100270000,2.5,RED,11.434159,-16.633435,43.067495
ID,100280000,2.5,RED,-35.489095,4.182672,75.477258
ID,100290000,2.5,RED,22.317056,0.014893,33.867992
ID,100300000,2.5,RED,38.828393,-7.527859,75.699805
ID,100310000,2.5,RED,-34.125473,-31.462157,45.481326
ID,100320000,2.5,RED,-34.243763,-21.482372,34.716299
ID,100330000,2.5,RED,-46.880823,-9.505786,20.445667
ID,100340000,2.5,RED,-6.281293,43.024849,64.9728
ID,100350000,2.5,RED,-34.926981,26.224326,15.41861
ID,100360000,2.5,RED,46.92034,-2.513964,82.913207
ID,100370000,2.5,RED,38.931789,12.009732,10.012275
ID,100380000,2.5,RED,3.101358,19.800776,16.149998
ID,100390000,2.5,RED,-38.405446,-11.136034,36.94175
ID,100400000,2.5,RED,23.030337,-16.339973,68.590826
