ID,100000000,2.5,RED,21.253281,-28.480697,40.384719
ID,100010000,2.5,RED,14.551182,7.432942,53.586224
ID,100020000,2.5,RED,-17.34442,-37.589202,70.022558
ID,100030000,2.5,RED,-24.61113,43.863883,30.084904
ID,100040000,2.5,RED,-24.089425,12.199371,80.495314
ID,100050000,2.5,RED,-28.973692,-1.224767,71.402199
ID,100060000,2.5,RED,13.898254,4.826119,76.74223
ID,100070000,2.5,RED,-22.289356,24.080335,48.499958
ID,100080000,2.5,RED,25.21601,-26.374684,36.780615
ID,100090000,2.5,RED,35.925195,33.876265,26.523694
ID,100100000,2.5,RED,-46.446465,31.088297,73.11231
ID,100110000,2.5,RED,-14.789313,-47.118277,62.716708
ID,100120000,2.5,RED,41.816432,-3.464308,63.344234
ID,100130000,2.5,RED,-32.327289,-42.179642,54.558782
ID,100140000,2.5,RED,39.728476,-32.566679,76.731558
ID,100150000,2.5,RED,-37.343535,-46.756419,14.912856
ID,100160000,2.5,RED,-25.102519,-45.484911,64.294736
ID,100170000,2.5,RED,13.74207,-18.782979,49.774408
ID,100180000,2.5,RED,13.570534,30.252579,55.50636
ID,100190000,2.5,RED,14.385919,-10.456556,2.60621
ID,100200000,2.5,RED,0.095198,-29.133407,12.244706
ID,100210000,2.5,RED,36.396549,13.579988,82.128019
ID,100220000,2.5,RED,-34.256222,-20.439315,48.732416
ID,100230000,2.5,RED,12.983834,-2.645982,37.037356
ID,100240000,2.5,RED,3.261751,-40.640673,23.812196
ID,100250000,2.5,RED,-45.066972,-7.672866,27.108608
ID,100260000,2.5,RED,28.002089,21.573728,4.945346
ID,100270000,2.5,RED,8.811778,15.473043,75.665291
ID,100280000,2.5,RED,26.941106,-27.109771,19.766748
ID,100290000,2.5,RED,27.588586,-22.273168,2.874709
ID,100300000,2.5,RED,-20.394327,-14.805555,18.585635
ID,100310000,2.5,RED,31.852725,18.251942,63.02325
ID,100320000,2.5,RED,22.540506,26.886101,97.414482
ID,100330000,2.5,RED,-41.581472,21.201437,4.862722
ID,100340000,2.5,RED,32.093808,-25.220656,26.454798
ID,100350000,2.5,RED,-27.469338,-47.388114,8.568997
ID,100360000,2.5,RED,16.757095,-45.331937,39.507416
ID,100370000,2.5,RED,17.065149,4.880323,13.630802
ID,100380000,2.5,RED,13.377156,31.408466,3.030006
ID,100390000,2.5,RED,36.810838,-30.716419,12.548679
ID,100400000,2.5,RED,-37.965934,40.827174,27.024924
ID,100410000,2.5,RED,31.249863,-4.950501,92.296817
ID,100420000,2.5,RED,7.988801,18.075621,65.418305
ID,100430000,2.5,RED,46.536284,10.145751,15.821463
ID,100440000,2.5,RED,-15.140125,-34.937668,84.12724
ID,100450000,2.5,RED,21.587412,-39.273367,37.387183
ID,100460000,2.5,RED,33.570964,-3.354139,35.725122
ID,100470000,2.5,RED,21.99243,46.737442,22.933869
ID,100480000,2.5,RED,-17.024776,-9.567832,65.982175
ID,100490000,2.5,RED,-2.571175,-6.686544,2.84189
ID,100500000,2.5,RED,41.109977,33.397892,29.122534
ID,100510000,2.5,RED,-3.432518,-34.515193,3.171691
ID,100520000,2.5,RED,35.653575,-6.476618,40.051474
ID,100530000,2.5,RED,-6.047629,-40.146634,23.164719
ID,100540000,2.5,RED,-8.682219,-35.356052,74.187285
ID,100550000,2.5,RED,-24.704415,-43.953103,35.798002
ID,100560000,2.5,RED,-23.182144,22.581838,63.958572
ID,100570000,2.5,RED,8.359076,-22.287022,16.908127
ID,100580000,2.5,RED,-43.459587,39.714534,43.034448
ID,100590000,2.5,RED,-46.542066,16.544206,55.451811
ID,100600000,2.5,RED,3.022653,12.094118,60.913167
ID,100610000,2.5,RED,4.140759,14.031305,83.005051
ID,100620000,2.5,RED,34.270686,42.938565,55.550109
ID,100630000,2.5,RED,44.682113,24.668501,34.556821
ID,100640000,2.5,RED,29.06275,42.951722,44.462048
ID,100650000,2.5,RED,-2.132024,15.320746,94.291465
ID,100660000,2.5,RED,-24.04956,-2.969057,35.125885
ID,100670000,2.5,RED,-5.685047,-1.426938,31.312335
ID,100680000,2.5,RED,-1.700989,-22.970725,86.313473
ID,100690000,2.5,RED,5.767395,8.951769,47.510902
ID,100700000,2.5,RED,26.444236,47.05277,13.592373
ID,100710000,2.5,RED,0.990722,0.10925,82.884373
ID,100720000,2.5,RED,31.876469,42.074738,72.2827
ID,100730000,2.5,RED,40.614632,-24.402783,22.15216
ID,100740000,2.5,RED,-32.851949,25.252283,40.89222
ID,100750000,2.5,RED,-41.170289,16.268395,53.40802
ID,100760000,2.5,RED,-2.395982,9.891444,94.339353
ID,100770000,2.5,RED,7.135922,-13.036551,32.889479
ID,100780000,2.5,RED,16.611246,19.870981,85.479651
ID,100790000,2.5,RED,-0.04337,8.241874,58.304451
ID,100800000,2.5,RED,-4.032957,-15.125567,71.10746
ID,100810000,2.5,RED,24.141322,-39.840966,23.479751
ID,100820000,2.5,RED,47.081052,46.916969,96.651525
ID,100830000,2.5,RED,34.465981,-19.865218,62.736252
ID,100840000,2.5,RED,34.621227,34.699123,33.861974
ID,100850000,2.5,RED,-26.855019,-43.290076,85.235138
ID,100860000,2.5,RED,39.080786,15.163162,58.304567
ID,100870000,2.5,RED,25.547062,20.573362,38.812752
ID,100880000,2.5,RED,7.863937,-30.838901,76.759117
ID,100890000,2.5,RED,6.627808,-46.781648,25.744045
ID,100900000,2.5,RED,22.503487,32.405639,31.392232
ID,100910000,2.5,RED,33.777898,25.581784,37.831681
ID,100920000,2.5,RED,16.921578,34.237258,6.374605
